Id Producción,Fecha producción,Unidades,Beneficio total,Referencia pieza,Nombre pieza,Categoría pieza,Beneficio por pieza,Tiempo fabricación (segs),Id Fábrica,Nombre fábrica,País fábrica
2119,01/03/19,8100,22518,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",2968,3,Fría,Canadá
2120,09/05/22,84,"271,32",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",148,4,Desértica,Mongolia
2121,23/12/22,938,"2194,92",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",2706,3,Fría,Canadá
2122,23/06/19,8,"54,24",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",3301,4,Desértica,Mongolia
2123,28/06/18,123900,265146,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",1226,3,Fría,Canadá
2124,06/05/22,423,"3244,41",L94783,rosca BSP hembra,Letreros,"7,67",1617,3,Fría,Canadá
2125,24/09/20,20,"86,8",L94253,rosca BSP macho,Letreros,"4,34",2596,3,Fría,Canadá
2126,12/06/18,309,"1341,06",L94253,rosca BSP macho,Letreros,"4,34",2359,1,Soleada,España
2127,03/01/18,920,"6237,6",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",2696,3,Fría,Canadá
2128,21/07/22,100,323,V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",161,1,Soleada,España
2129,10/12/22,7,"53,69",L94783,rosca BSP hembra,Letreros,"7,67",1038,1,Soleada,España
2130,22/07/19,66,"1186,02",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",3052,2,Nublada,Inglaterra
2131,11/04/18,120900,258726,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",3055,3,Fría,Canadá
2132,22/12/22,185,"597,55",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",3031,3,Fría,Canadá
2133,01/12/22,750,1605,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",173,3,Fría,Canadá
2134,15/07/21,91,"616,98",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",1636,4,Desértica,Mongolia
2135,05/06/18,1,"7,67",L94783,rosca BSP hembra,Letreros,"7,67",921,2,Nublada,Inglaterra
2136,24/04/19,41,"277,98",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",1637,4,Desértica,Mongolia
2137,02/11/18,5,"54,9",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",2036,4,Desértica,Mongolia
2138,19/01/22,8600,23908,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",610,2,Nublada,Inglaterra
2139,11/10/22,777,"13962,69",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",409,3,Fría,Canadá
2140,22/02/19,1,"15,45",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",465,4,Desértica,Mongolia
2141,24/03/21,75,"242,25",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",3020,4,Desértica,Mongolia
2142,09/09/18,206,"3701,82",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",676,1,Soleada,España
2143,01/08/22,323,"5804,31",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",767,3,Fría,Canadá
2144,07/07/22,18600,39804,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",1464,3,Fría,Canadá
2145,28/02/20,65,"282,1",L94253,rosca BSP macho,Letreros,"4,34",1290,2,Nublada,Inglaterra
2146,08/03/21,354,"1143,42",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",1644,2,Nublada,Inglaterra
2147,19/08/20,94,"1689,18",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",1800,4,Desértica,Mongolia
2148,14/05/22,458,"3105,24",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",3066,3,Fría,Canadá
2149,17/04/18,8000,22240,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",1168,4,Desértica,Mongolia
2150,23/09/19,747,"11541,15",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",2170,2,Nublada,Inglaterra
2151,11/12/20,88,"1887,6",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",1439,2,Nublada,Inglaterra
2152,11/10/22,700,3969,V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",1072,2,Nublada,Inglaterra
2153,18/12/20,2023,"7019,81",L64283,Racor de reducción,Letreros,"3,47",1674,4,Desértica,Mongolia
2154,26/03/20,712,"7817,76",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",2324,1,Soleada,España
2155,10/01/22,449,"3044,22",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",689,3,Fría,Canadá
2156,21/11/22,59,"334,53",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",3518,2,Nublada,Inglaterra
2157,23/03/21,1,"3,23",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",1183,3,Fría,Canadá
2158,23/09/19,951,"4441,17",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",1441,3,Fría,Canadá
2159,23/05/21,2,"15,34",L94783,rosca BSP hembra,Letreros,"7,67",2471,2,Nublada,Inglaterra
2160,07/03/22,25,"536,25",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",1675,1,Soleada,España
2161,26/03/20,927,"2994,21",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",1368,3,Fría,Canadá
2162,14/04/18,49,"757,05",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",3518,4,Desértica,Mongolia
2163,08/08/20,163,"761,21",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",3116,2,Nublada,Inglaterra
2164,13/06/21,153,"714,51",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",2820,1,Soleada,España
2165,24/02/20,577,"3912,06",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",2213,3,Fría,Canadá
2166,26/12/21,602,"1541,12",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",2879,1,Soleada,España
2167,25/02/22,110,"745,8",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",2865,2,Nublada,Inglaterra
2168,09/03/19,69,"529,23",L94783,rosca BSP hembra,Letreros,"7,67",685,4,Desértica,Mongolia
2169,05/06/21,290,"3184,2",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",2018,1,Soleada,España
2170,09/12/22,2,"42,9",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",229,3,Fría,Canadá
2171,21/07/22,443,"3003,54",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",1089,1,Soleada,España
2172,07/12/18,302,"1410,34",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",2156,1,Soleada,España
2173,09/11/19,63,"1132,11",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",3300,4,Desértica,Mongolia
2174,29/12/22,145950,312333,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",199,1,Soleada,España
2175,08/09/20,450,"2551,5",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",1413,3,Fría,Canadá
2176,24/07/18,683,"1748,48",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",1980,1,Soleada,España
2177,10/01/22,493,"5413,14",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",50,1,Soleada,España
2178,26/08/21,75900,162426,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",2930,3,Fría,Canadá
2179,29/06/18,20,"64,6",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",1167,4,Desértica,Mongolia
2180,28/10/22,3090,"23700,3",L94783,rosca BSP hembra,Letreros,"7,67",720,1,Soleada,España
2181,26/11/20,4,"18,68",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",2007,1,Soleada,España
2182,11/07/20,848,"5749,44",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",770,3,Fría,Canadá
2183,03/06/21,7,"108,15",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",3296,3,Fría,Canadá
2184,01/02/20,4,"71,88",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",983,4,Desértica,Mongolia
2185,03/08/20,25,"191,75",L94783,rosca BSP hembra,Letreros,"7,67",211,2,Nublada,Inglaterra
2186,04/07/18,376,"2549,28",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",3346,3,Fría,Canadá
2187,17/03/21,806,"3498,04",L94253,rosca BSP macho,Letreros,"4,34",2714,3,Fría,Canadá
2188,10/06/18,10,"32,3",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",1293,2,Nublada,Inglaterra
2189,10/01/18,762,"3558,54",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",3523,1,Soleada,España
2190,10/10/20,90150,192921,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",1122,2,Nublada,Inglaterra
2191,15/01/20,974,"10694,52",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",487,2,Nublada,Inglaterra
2192,25/05/21,843,"3658,62",L94253,rosca BSP macho,Letreros,"4,34",3505,2,Nublada,Inglaterra
2193,20/06/21,7510,"20877,8",B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",3434,4,Desértica,Mongolia
2194,12/08/20,88,"966,24",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",1499,4,Desértica,Mongolia
2195,24/01/20,10215,"21860,1",B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",920,4,Desértica,Mongolia
2196,23/06/20,69,"176,64",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",892,4,Desértica,Mongolia
2197,09/12/22,3,"17,01",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",2116,3,Fría,Canadá
2198,13/01/22,68,"1221,96",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",3429,1,Soleada,España
2199,24/02/19,9,"193,05",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",2235,3,Fría,Canadá
2200,21/02/20,6100,16958,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",2914,2,Nublada,Inglaterra
2201,14/01/22,78,"1205,1",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",1983,4,Desértica,Mongolia
2202,03/04/19,339,"1094,97",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",507,2,Nublada,Inglaterra
2203,15/05/22,324,"2196,72",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",824,1,Soleada,España
2204,28/04/22,639,"2773,26",L94253,rosca BSP macho,Letreros,"4,34",1469,1,Soleada,España
2205,26/05/20,1485,"3177,9",B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",3011,4,Desértica,Mongolia
2206,30/04/20,400,1112,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",2019,2,Nublada,Inglaterra
2207,07/12/18,7500,16050,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",2457,2,Nublada,Inglaterra
2208,20/11/19,4,"27,12",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",478,4,Desértica,Mongolia
2209,29/03/20,738,"4184,46",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",2016,3,Fría,Canadá
2210,24/04/20,5,"107,25",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",602,2,Nublada,Inglaterra
2211,10/03/19,88,"498,96",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",3177,4,Desértica,Mongolia
2212,26/02/19,140400,300456,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",3376,2,Nublada,Inglaterra
2213,18/05/18,857,"9409,86",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",672,2,Nublada,Inglaterra
2214,08/09/19,769,"5213,82",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",1997,2,Nublada,Inglaterra
2215,08/04/19,998,"6766,44",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",2505,3,Fría,Canadá
2216,16/04/22,541,"5940,18",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",525,2,Nublada,Inglaterra
2217,15/08/19,831,"1944,54",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",3138,3,Fría,Canadá
2218,03/03/21,51660,"179260,2",L64283,Racor de reducción,Letreros,"3,47",723,1,Soleada,España
2219,21/03/18,86400,184896,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",511,2,Nublada,Inglaterra
2220,23/03/21,637,"4318,86",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",3250,1,Soleada,España
2221,27/02/20,741,"4201,47",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",1090,2,Nublada,Inglaterra
2222,25/11/19,818,"14699,46",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",1186,1,Soleada,España
2223,27/12/22,96,"650,88",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",2382,3,Fría,Canadá
2224,06/10/21,457,"1476,11",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",1568,3,Fría,Canadá
2225,18/01/21,368,"1597,12",L94253,rosca BSP macho,Letreros,"4,34",2863,1,Soleada,España
2226,23/01/19,212,"1202,04",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",1618,3,Fría,Canadá
2227,29/11/18,973,"3142,79",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",871,3,Fría,Canadá
2228,16/07/21,91,"232,96",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",671,2,Nublada,Inglaterra
2229,14/03/18,496,"8913,12",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",791,2,Nublada,Inglaterra
2230,12/11/20,456,"1067,04",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",59,1,Soleada,España
2231,09/08/20,61180,"212294,6",L64283,Racor de reducción,Letreros,"3,47",2456,1,Soleada,España
2232,26/06/20,3,"20,34",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",879,4,Desértica,Mongolia
2233,10/08/22,88,"596,64",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",421,1,Soleada,España
2234,09/06/19,100,278,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",2234,2,Nublada,Inglaterra
2235,14/08/20,20,"135,6",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",295,4,Desértica,Mongolia
2236,23/09/18,3,"64,35",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",284,2,Nublada,Inglaterra
2237,13/05/18,774,"3614,58",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",2614,1,Soleada,España
2238,01/10/21,965,"7401,55",L94783,rosca BSP hembra,Letreros,"7,67",1398,2,Nublada,Inglaterra
2239,29/05/18,735,"2374,05",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",2532,3,Fría,Canadá
2240,02/05/18,8,"25,84",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",3300,1,Soleada,España
2241,06/08/22,26,"199,42",L94783,rosca BSP hembra,Letreros,"7,67",1900,1,Soleada,España
2242,24/01/19,4,"61,8",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",317,2,Nublada,Inglaterra
2243,03/03/22,96900,207366,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",3397,3,Fría,Canadá
2244,04/12/22,88,"498,96",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",972,3,Fría,Canadá
2245,15/08/19,446,"3420,82",L94783,rosca BSP hembra,Letreros,"7,67",197,3,Fría,Canadá
2246,16/10/21,829,"14897,13",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",3281,2,Nublada,Inglaterra
2247,03/01/19,863,"6619,21",L94783,rosca BSP hembra,Letreros,"7,67",1606,3,Fría,Canadá
2248,26/03/20,936,"2396,16",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",2583,2,Nublada,Inglaterra
2249,17/04/19,2,"11,34",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",1485,4,Desértica,Mongolia
2250,03/03/19,402,"7223,94",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",3315,3,Fría,Canadá
2251,12/04/22,794,"8718,12",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",696,3,Fría,Canadá
2252,18/07/21,95,"243,2",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",1638,4,Desértica,Mongolia
2253,31/08/18,98,"751,66",L94783,rosca BSP hembra,Letreros,"7,67",1881,4,Desértica,Mongolia
2254,01/12/20,75,"425,25",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",2408,4,Desértica,Mongolia
2255,10/04/21,65660,"227840,2",L64283,Racor de reducción,Letreros,"3,47",227,3,Fría,Canadá
2256,07/02/21,5299,"18387,53",L64283,Racor de reducción,Letreros,"3,47",2719,4,Desértica,Mongolia
2257,02/04/21,157,"890,19",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",1188,2,Nublada,Inglaterra
2258,21/02/20,669,"3793,23",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",3189,3,Fría,Canadá
2259,11/01/19,669,"10336,05",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",586,3,Fría,Canadá
2260,05/01/20,93,"238,08",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",1018,4,Desértica,Mongolia
2261,12/05/22,691,"4684,98",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",3340,3,Fría,Canadá
2262,26/08/22,74,"345,58",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",897,4,Desértica,Mongolia
2263,22/07/20,5,"107,25",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",3218,2,Nublada,Inglaterra
2264,13/03/18,579,"3925,62",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",1651,3,Fría,Canadá
2265,22/11/20,21,"49,14",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",117,4,Desértica,Mongolia
2266,10/11/20,961,"4170,74",L94253,rosca BSP macho,Letreros,"4,34",1292,3,Fría,Canadá
2267,04/02/22,68,"159,12",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",240,3,Fría,Canadá
2268,12/10/18,451,"2106,17",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",3360,3,Fría,Canadá
2269,19/02/20,657,"11806,29",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",2419,3,Fría,Canadá
2270,06/03/18,3,"9,69",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",3427,4,Desértica,Mongolia
2271,22/07/19,66,"447,48",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",3203,2,Nublada,Inglaterra
2272,27/11/19,25,"274,5",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",408,4,Desértica,Mongolia
2273,03/10/21,158,"2441,1",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",2915,3,Fría,Canadá
2274,04/08/20,11,"74,58",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",1528,1,Soleada,España
2275,01/03/21,4,"12,92",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",1986,4,Desértica,Mongolia
2276,02/12/18,406,"4457,88",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",701,1,Soleada,España
2277,12/02/18,967,"2475,52",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",1038,2,Nublada,Inglaterra
2278,22/11/22,69230,"240228,1",L64283,Racor de reducción,Letreros,"3,47",508,3,Fría,Canadá
2279,26/01/18,876,"3801,84",L94253,rosca BSP macho,Letreros,"4,34",1378,2,Nublada,Inglaterra
2280,10/06/21,31,"237,77",L94783,rosca BSP hembra,Letreros,"7,67",1915,4,Desértica,Mongolia
2281,22/10/19,98800,274664,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",509,2,Nublada,Inglaterra
2282,11/06/20,606,"1957,38",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",3476,2,Nublada,Inglaterra
2283,12/07/18,115,"269,1",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",2804,1,Soleada,España
2284,22/06/21,42,"754,74",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",3072,4,Desértica,Mongolia
2285,29/05/18,8,"171,6",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",1916,1,Soleada,España
2286,25/03/22,33,"509,85",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",1660,3,Fría,Canadá
2287,02/08/21,7280,"25261,6",L64283,Racor de reducción,Letreros,"3,47",2629,1,Soleada,España
2288,18/01/19,2,"42,9",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",548,4,Desértica,Mongolia
2289,18/01/20,6937,"24071,39",L64283,Racor de reducción,Letreros,"3,47",2871,4,Desértica,Mongolia
2290,28/07/19,2,"8,68",L94253,rosca BSP macho,Letreros,"4,34",3265,3,Fría,Canadá
2291,31/05/19,98100,272718,B35473,Tacos pared 6x30 DuoPower para hormigón,Bricolaje,"2,78",1808,2,Nublada,Inglaterra
2292,16/02/20,26,"557,7",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",1108,3,Fría,Canadá
2293,07/06/18,639,"4332,42",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",508,1,Soleada,España
2294,18/03/20,1,"4,67",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",3266,4,Desértica,Mongolia
2295,24/06/22,650,2821,L94253,rosca BSP macho,Letreros,"4,34",2244,1,Soleada,España
2296,13/03/18,96300,206082,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",482,1,Soleada,España
2297,13/09/20,516,"1320,96",L94283,Cartel adhesivo de aluminio con aspecto moderno de acero inoxidable,Letreros,"2,56",3223,3,Fría,Canadá
2298,30/07/22,30300,64842,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",1854,1,Soleada,España
2299,18/08/20,79,"867,42",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",2906,4,Desértica,Mongolia
2300,03/12/22,345,"1611,15",BA1425,"Ganchos Acero, Soporte de Pared para Toallas de Baño",Baño,"4,67",534,2,Nublada,Inglaterra
2301,27/02/19,4,"27,12",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",504,2,Nublada,Inglaterra
2302,17/01/18,4410,"15302,7",L64283,Racor de reducción,Letreros,"3,47",2106,2,Nublada,Inglaterra
2303,26/05/18,4221,"14646,87",L64283,Racor de reducción,Letreros,"3,47",121,4,Desértica,Mongolia
2304,01/12/19,517,"9290,49",V12378,"Cambesa 41402 Torno exterior 50k, blanco",Ventanas,"17,97",352,3,Fría,Canadá
2305,15/02/19,56,"1201,2",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",167,1,Soleada,España
2306,19/06/22,41,"277,98",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",3593,1,Soleada,España
2307,09/09/19,605,"9347,25",BA1825,"Extractores de Baño Extraplanos, para Muro y Techo",Baño,"15,45",1721,1,Soleada,España
2308,09/11/19,321,"1036,83",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",1508,3,Fría,Canadá
2309,02/03/20,92,"623,76",T84784,"Kit Duopower Tacos pared con tornillo, Tacos pladur y hormigón",Tornillos,"6,78",2302,2,Nublada,Inglaterra
2310,22/02/18,595,"1921,85",V98567,Schellenberg 10220 enrollador de integrado para correas de algodón,Ventanas,"3,23",2484,1,Soleada,España
2311,05/08/22,691,"1616,94",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",3581,1,Soleada,España
2312,02/01/18,19650,42051,B35476,Mosquetones de Aluminio Resistente con Cierre de Mosquetón,Bricolaje,"2,14",82,3,Fría,Canadá
2313,04/09/20,8,"171,6",BA1435,Toallero de pie con 3 brazos móviles,Baño,"21,45",2706,4,Desértica,Mongolia
2314,19/06/19,912,"6183,36",T84788,Juego de 780 tornillos avellanados en estuche,Tornillos,"6,78",3277,2,Nublada,Inglaterra
2315,26/03/19,36,"84,24",T84781,Tornillos 4 x 50 mm,Tornillos,"2,34",3136,2,Nublada,Inglaterra
2316,05/05/22,367,"2080,89",V34298,Amig - Recogedor para Persianas Compacto de Empotrar o Encastrado Metálico con Frente de Plástico Blanco,Ventanas,"5,67",1119,2,Nublada,Inglaterra
2317,12/05/19,50,217,L94253,rosca BSP macho,Letreros,"4,34",1487,4,Desértica,Mongolia
2318,16/01/19,53,"581,94",B35478,Tiras Adhesivas para Colgar Cuadros,Bricolaje,"10,98",2330,4,Desértica,Mongolia
